=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.07.28 19:47:18 =~=~=~=~=~=~=~=~=~=~=~=
00:02:52.019: Update in progress (Total 592432/840672 bytes).  70%
00:16:34.907: MainLoopInLoop: notifyclients to /ws in JSON
00:16:34.913: MainLoopInLoop: Influx validateconnection
00:16:34.983: Connected to InfluxDB: http://ha.marm:8086
00:16:34.986: MainLoopInLoop: message str builder to log
00:16:34.990: stats: Uptime: 16min. 34s.  ## Free memory: 45% 14.13kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:16:34.994: MainLoopInLoop: stats string builder to json
00:16:35.000: MainLoopInLoop: mqttAsync send stats
00:16:35.005: MainLoopInLoop: mqttAsync send WillTopic
00:16:35.010: Update_OpenTherm_data
00:16:35.013: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:35.021: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:35.278: Processed Opentherm and get response
00:16:35.281: Set statuses from dhwTarget
00:16:35.479: Set statuses from op
00:16:35.679: Set statuses from opentherm
00:16:35.682: Set statuses from isCentralHeatingActive
00:16:35.685: Set statuses from isHotWaterActive
00:16:35.687: Set statuses from isFlameOn
00:16:35.689: Set statuses from isCoolingActive
00:16:35.692: Set statuses from isDiagnostic
00:16:35.888: Set statuses from getModulation
00:16:36.084: Set statuses from getBoilerTemperature
00:16:36.280: Set statuses from getDHWTemperature
00:16:36.481: Set statuses from getReturnTemperature
00:16:36.681: Set statuses from getPressure
00:16:36.684: Set statuses from opentherm
00:16:36.686: Set fault status from opentherm
00:16:36.690: MainLoop: ArduinoOTA
00:16:36.693: MainLoop: checkWifi
00:16:36.695: MainLoop: Websocket cleanup
00:16:36.697: MainLoop3rdTimed: Ledblonk
00:16:36.700: Update_OpenTherm_data
00:16:36.703: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:36.710: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:36.982: Processed Opentherm and get response
00:16:36.985: Set statuses from dhwTarget
00:16:37.182: Set statuses from op
00:16:37.382: Set statuses from opentherm
00:16:37.385: Set statuses from isCentralHeatingActive
00:16:37.388: Set statuses from isHotWaterActive
00:16:37.390: Set statuses from isFlameOn
00:16:37.392: Set statuses from isCoolingActive
00:16:37.395: Set statuses from isDiagnostic
00:16:37.592: Set statuses from getModulation
00:16:37.787: Set statuses from getBoilerTemperature
00:16:37.983: Set statuses from getDHWTemperature
00:16:38.185: Set statuses from getReturnTemperature
00:16:38.384: Set statuses from getPressure
00:16:38.387: Set statuses from opentherm
00:16:38.390: Set fault status from opentherm
00:16:38.394: MainLoop: ArduinoOTA
00:16:38.396: MainLoop: checkWifi
00:16:38.398: MainLoop: Websocket cleanup
00:16:38.401: MainLoopInLoop: loop begin updatedatatowww
00:16:38.403: Update Data to www
00:16:38.408: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:16:38.413: MainLoopInLoop: notifyclients to /ws in JSON
00:16:38.420: MainLoopInLoop: Influx validateconnection
00:16:38.647: Connected to InfluxDB: http://ha.marm:8086
00:16:38.650: MainLoopInLoop: message str builder to log
00:16:38.653: stats: Uptime: 16min. 38s.  ## Free memory: 44% 13.82kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:16:38.658: MainLoopInLoop: stats string builder to json
00:16:38.664: MainLoopInLoop: mqttAsync send stats
00:16:38.669: MainLoopInLoop: mqttAsync send WillTopic
00:16:38.673: Update_OpenTherm_data
00:16:38.677: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:38.685: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:38.886: Processed Opentherm and get response
00:16:38.889: Set statuses from dhwTarget
00:16:39.086: Set statuses from op
00:16:39.286: Set statuses from opentherm
00:16:39.289: Set statuses from isCentralHeatingActive
00:16:39.292: Set statuses from isHotWaterActive
00:16:39.294: Set statuses from isFlameOn
00:16:39.296: Set statuses from isCoolingActive
00:16:39.299: Set statuses from isDiagnostic
00:16:39.495: Set statuses from getModulation
00:16:39.691: Set statuses from getBoilerTemperature
00:16:39.887: Set statuses from getDHWTemperature
00:16:40.089: Set statuses from getReturnTemperature
00:16:40.288: Set statuses from getPressure
00:16:40.291: Set statuses from opentherm
00:16:40.293: Set fault status from opentherm
00:16:40.297: MainLoop: ArduinoOTA
00:16:40.300: MainLoop: checkWifi
00:16:40.302: MainLoop: Websocket cleanup
00:16:40.305: Update_OpenTherm_data
00:16:40.308: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:40.313: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:40.589: Processed Opentherm and get response
00:16:40.592: Set statuses from dhwTarget
00:16:40.789: Set statuses from op
00:16:40.990: Set statuses from opentherm
00:16:40.992: Set statuses from isCentralHeatingActive
00:16:40.995: Set statuses from isHotWaterActive
00:16:40.997: Set statuses from isFlameOn
00:16:40.999: Set statuses from isCoolingActive
00:16:41.002: Set statuses from isDiagnostic
00:16:41.199: Set statuses from getModulation
00:16:41.394: Set statuses from getBoilerTemperature
00:16:41.591: Set statuses from getDHWTemperature
00:16:41.791: Set statuses from getReturnTemperature
00:16:41.991: Set statuses from getPressure
00:16:41.994: Set statuses from opentherm
00:16:41.997: Set fault status from opentherm
00:16:42.003: MainLoop: ArduinoOTA
00:16:42.006: MainLoop: checkWifi
00:16:42.008: MainLoop: Websocket cleanup
00:16:42.011: MainLoopInLoop: loop begin updatedatatowww
00:16:42.013: Update Data to www
00:16:42.019: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:16:42.021: MainLoopInLoop: notifyclients to /ws in JSON
00:16:42.027: MainLoopInLoop: Influx validateconnection
00:16:42.202: Connected to InfluxDB: http://ha.marm:8086
00:16:42.205: MainLoopInLoop: message str builder to log
00:16:42.208: stats: Uptime: 16min. 42s.  ## Free memory: 44% 13.93kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:16:42.213: MainLoopInLoop: stats string builder to json
00:16:42.219: MainLoopInLoop: mqttAsync send stats
00:16:42.224: MainLoopInLoop: mqttAsync send WillTopic
00:16:42.228: Update_OpenTherm_data
00:16:42.232: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:42.240: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:42.493: Processed Opentherm and get response
00:16:42.496: Set statuses from dhwTarget
00:16:42.693: Set statuses from op
00:16:42.893: Set statuses from opentherm
00:16:42.896: Set statuses from isCentralHeatingActive
00:16:42.899: Set statuses from isHotWaterActive
00:16:42.901: Set statuses from isFlameOn
00:16:42.904: Set statuses from isCoolingActive
00:16:42.906: Set statuses from isDiagnostic
00:16:43.102: Set statuses from getModulation
00:16:43.298: Set statuses from getBoilerTemperature
00:16:43.495: Set statuses from getDHWTemperature
00:16:43.695: Set statuses from getReturnTemperature
00:16:43.895: Set statuses from getPressure
00:16:43.898: Set statuses from opentherm
00:16:43.900: Set fault status from opentherm
00:16:43.905: MainLoop: ArduinoOTA
00:16:43.907: MainLoop: checkWifi
00:16:43.910: MainLoop: Websocket cleanup
00:16:43.913: Update_OpenTherm_data
00:16:43.916: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:43.920: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:44.196: Processed Opentherm and get response
00:16:44.199: Set statuses from dhwTarget
00:16:44.396: Set statuses from op
00:16:44.597: Set statuses from opentherm
00:16:44.600: Set statuses from isCentralHeatingActive
00:16:44.602: Set statuses from isHotWaterActive
00:16:44.604: Set statuses from isFlameOn
00:16:44.607: Set statuses from isCoolingActive
00:16:44.609: Set statuses from isDiagnostic
00:16:44.806: Set statuses from getModulation
00:16:45.002: Set statuses from getBoilerTemperature
00:16:45.198: Set statuses from getDHWTemperature
00:16:45.398: Set statuses from getReturnTemperature
00:16:45.598: Set statuses from getPressure
00:16:45.601: Set statuses from opentherm
00:16:45.604: Set fault status from opentherm
00:16:45.608: MainLoop: ArduinoOTA
00:16:45.610: MainLoop: checkWifi
00:16:45.613: MainLoop: Websocket cleanup
00:16:45.615: MainLoopInLoop: loop begin updatedatatowww
00:16:45.617: Update Data to www
00:16:45.623: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:16:45.627: MainLoopInLoop: notifyclients to /ws in JSON
00:16:45.634: MainLoopInLoop: Influx validateconnection
00:16:45.791: Connected to InfluxDB: http://ha.marm:8086
00:16:45.794: MainLoopInLoop: message str builder to log
00:16:45.798: stats: Uptime: 16min. 45s.  ## Free memory: 44% 13.91kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:16:45.802: MainLoopInLoop: stats string builder to json
00:16:45.808: MainLoopInLoop: mqttAsync send stats
00:16:45.813: MainLoopInLoop: mqttAsync send WillTopic
00:16:45.818: Update_OpenTherm_data
00:16:45.821: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:45.830: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:46.100: Processed Opentherm and get response
00:16:46.103: Set statuses from dhwTarget
00:16:46.300: Set statuses from op
00:16:46.500: Set statuses from opentherm
00:16:46.503: Set statuses from isCentralHeatingActive
00:16:46.506: Set statuses from isHotWaterActive
00:16:46.508: Set statuses from isFlameOn
00:16:46.510: Set statuses from isCoolingActive
00:16:46.513: Set statuses from isDiagnostic
00:16:46.709: Set statuses from getModulation
00:16:46.905: Set statuses from getBoilerTemperature
00:16:47.102: Set statuses from getDHWTemperature
00:16:47.302: Set statuses from getReturnTemperature
00:16:47.502: Set statuses from getPressure
00:16:47.505: Set statuses from opentherm
00:16:47.507: Set fault status from opentherm
00:16:47.511: MainLoop: ArduinoOTA
00:16:47.514: MainLoop: checkWifi
00:16:47.516: MainLoop: Websocket cleanup
00:16:47.519: Update_OpenTherm_data
00:16:47.522: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:47.527: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:47.803: Processed Opentherm and get response
00:16:47.806: Set statuses from dhwTarget
00:16:48.003: Set statuses from op
00:16:48.204: Set statuses from opentherm
00:16:48.207: Set statuses from isCentralHeatingActive
00:16:48.209: Set statuses from isHotWaterActive
00:16:48.212: Set statuses from isFlameOn
00:16:48.215: Set statuses from isCoolingActive
00:16:48.218: Set statuses from isDiagnostic
00:16:48.413: Set statuses from getModulation
00:16:48.609: Set statuses from getBoilerTemperature
00:16:48.805: Set statuses from getDHWTemperature
00:16:49.005: Set statuses from getReturnTemperature
00:16:49.205: Set statuses from getPressure
00:16:49.208: Set statuses from opentherm
00:16:49.211: Set fault status from opentherm
00:16:49.215: MainLoop: ArduinoOTA
00:16:49.217: MainLoop: checkWifi
00:16:49.220: MainLoop: Websocket cleanup
00:16:49.222: MainLoopInLoop: loop begin updatedatatowww
00:16:49.225: Update Data to www
00:16:49.230: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:16:49.234: MainLoopInLoop: notifyclients to /ws in JSON
00:16:49.241: MainLoopInLoop: Influx validateconnection
00:16:49.361: Connected to InfluxDB: http://ha.marm:8086
00:16:49.364: MainLoopInLoop: message str builder to log
00:16:49.368: stats: Uptime: 16min. 49s.  ## Free memory: 40% 12.62kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:16:49.373: MainLoopInLoop: stats string builder to json
00:16:49.378: MainLoopInLoop: mqttAsync send stats
00:16:49.383: MainLoopInLoop: mqttAsync send WillTopic
00:16:49.388: Update_OpenTherm_data
00:16:49.391: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:49.399: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:49.607: Processed Opentherm and get response
00:16:49.610: Set statuses from dhwTarget
00:16:49.807: Set statuses from op
00:16:50.007: Set statuses from opentherm
00:16:50.010: Set statuses from isCentralHeatingActive
00:16:50.013: Set statuses from isHotWaterActive
00:16:50.015: Set statuses from isFlameOn
00:16:50.017: Set statuses from isCoolingActive
00:16:50.020: Set statuses from isDiagnostic
00:16:50.216: Set statuses from getModulation
00:16:50.412: Set statuses from getBoilerTemperature
00:16:50.609: Set statuses from getDHWTemperature
00:16:50.809: Set statuses from getReturnTemperature
00:16:51.009: Set statuses from getPressure
00:16:51.012: Set statuses from opentherm
00:16:51.015: Set fault status from opentherm
00:16:51.019: MainLoop: ArduinoOTA
00:16:51.021: MainLoop: checkWifi
00:16:51.023: MainLoop: Websocket cleanup
00:16:51.025: MainLoop3rdTimed: Ledblonk
00:16:51.028: Update_OpenTherm_data
00:16:51.031: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:51.038: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:51.310: Processed Opentherm and get response
00:16:51.313: Set statuses from dhwTarget
00:16:51.510: Set statuses from op
00:16:51.711: Set statuses from opentherm
00:16:51.714: Set statuses from isCentralHeatingActive
00:16:51.716: Set statuses from isHotWaterActive
00:16:51.718: Set statuses from isFlameOn
00:16:51.721: Set statuses from isCoolingActive
00:16:51.723: Set statuses from isDiagnostic
00:16:51.920: Set statuses from getModulation
00:16:52.116: Set statuses from getBoilerTemperature
00:16:52.312: Set statuses from getDHWTemperature
00:16:52.512: Set statuses from getReturnTemperature
00:16:52.712: Set statuses from getPressure
00:16:52.715: Set statuses from opentherm
00:16:52.718: Set fault status from opentherm
00:16:52.723: MainLoop: ArduinoOTA
00:16:52.726: MainLoop: checkWifi
00:16:52.730: MainLoop: Websocket cleanup
00:16:52.733: MainLoopInLoop: loop begin updatedatatowww
00:16:52.736: Update Data to www
00:16:52.741: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:16:52.744: MainLoopInLoop: notifyclients to /ws in JSON
00:16:52.748: MainLoopInLoop: Influx validateconnection
00:16:52.870: Connected to InfluxDB: http://ha.marm:8086
00:16:52.873: MainLoopInLoop: message str builder to log
00:16:52.877: stats: Uptime: 16min. 52s.  ## Free memory: 44% 13.95kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:16:52.882: MainLoopInLoop: stats string builder to json
00:16:52.888: MainLoopInLoop: mqttAsync send stats
00:16:52.893: MainLoopInLoop: mqttAsync send WillTopic
00:16:52.896: MainLoop3rdTimed: Ledblonk
00:16:52.900: Update_OpenTherm_data
00:16:52.904: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:52.912: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:53.114: Processed Opentherm and get response
00:16:53.117: Set statuses from dhwTarget
00:16:53.314: Set statuses from op
00:16:53.514: Set statuses from opentherm
00:16:53.517: Set statuses from isCentralHeatingActive
00:16:53.520: Set statuses from isHotWaterActive
00:16:53.522: Set statuses from isFlameOn
00:16:53.524: Set statuses from isCoolingActive
00:16:53.527: Set statuses from isDiagnostic
00:16:53.723: Set statuses from getModulation
00:16:53.919: Set statuses from getBoilerTemperature
00:16:54.116: Set statuses from getDHWTemperature
00:16:54.316: Set statuses from getReturnTemperature
00:16:54.516: Set statuses from getPressure
00:16:54.519: Set statuses from opentherm
00:16:54.521: Set fault status from opentherm
00:16:54.526: MainLoop: ArduinoOTA
00:16:54.528: MainLoop: checkWifi
00:16:54.531: MainLoop: Websocket cleanup
00:16:54.533: Update_OpenTherm_data
00:16:54.537: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:54.541: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:54.817: Processed Opentherm and get response
00:16:54.820: Set statuses from dhwTarget
00:16:55.017: Set statuses from op
00:16:55.217: Set statuses from opentherm
00:16:55.220: Set statuses from isCentralHeatingActive
00:16:55.223: Set statuses from isHotWaterActive
00:16:55.225: Set statuses from isFlameOn
00:16:55.227: Set statuses from isCoolingActive
00:16:55.230: Set statuses from isDiagnostic
00:16:55.426: Set statuses from getModulation
00:16:55.622: Set statuses from getBoilerTemperature
00:16:55.819: Set statuses from getDHWTemperature
00:16:56.019: Set statuses from getReturnTemperature
00:16:56.219: Set statuses from getPressure
00:16:56.222: Set statuses from opentherm
00:16:56.224: Set fault status from opentherm
00:16:56.228: MainLoop: ArduinoOTA
00:16:56.231: MainLoop: checkWifi
00:16:56.233: MainLoop: Websocket cleanup
00:16:56.236: MainLoopInLoop: loop begin updatedatatowww
00:16:56.238: Update Data to www
00:16:56.243: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:16:56.248: MainLoopInLoop: notifyclients to /ws in JSON
00:16:56.255: MainLoopInLoop: Influx validateconnection
00:16:56.365: Connected to InfluxDB: http://ha.marm:8086
00:16:56.368: MainLoopInLoop: message str builder to log
00:16:56.371: stats: Uptime: 16min. 56s.  ## Free memory: 40% 12.64kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:16:56.376: MainLoopInLoop: stats string builder to json
00:16:56.382: MainLoopInLoop: mqttAsync send stats
00:16:56.387: MainLoopInLoop: mqttAsync send WillTopic
00:16:56.392: Update_OpenTherm_data
00:16:56.395: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:56.403: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:56.620: Processed Opentherm and get response
00:16:56.623: Set statuses from dhwTarget
00:16:56.821: Set statuses from op
00:16:57.021: Set statuses from opentherm
00:16:57.024: Set statuses from isCentralHeatingActive
00:16:57.026: Set statuses from isHotWaterActive
00:16:57.029: Set statuses from isFlameOn
00:16:57.031: Set statuses from isCoolingActive
00:16:57.034: Set statuses from isDiagnostic
00:16:57.230: Set statuses from getModulation
00:16:57.426: Set statuses from getBoilerTemperature
00:16:57.622: Set statuses from getDHWTemperature
00:16:57.823: Set statuses from getReturnTemperature
00:16:58.023: Set statuses from getPressure
00:16:58.026: Set statuses from opentherm
00:16:58.028: Set fault status from opentherm
00:16:58.032: MainLoop: ArduinoOTA
00:16:58.035: MainLoop: checkWifi
00:16:58.037: MainLoop: Websocket cleanup
00:16:58.040: Update_OpenTherm_data
00:16:58.044: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:58.048: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:16:58.324: Processed Opentherm and get response
00:16:58.326: Set statuses from dhwTarget
00:16:58.524: Set statuses from op
00:16:58.724: Set statuses from opentherm
00:16:58.727: Set statuses from isCentralHeatingActive
00:16:58.730: Set statuses from isHotWaterActive
00:16:58.732: Set statuses from isFlameOn
00:16:58.734: Set statuses from isCoolingActive
00:16:58.739: Set statuses from isDiagnostic
00:16:58.935: Set statuses from getModulation
00:16:59.130: Set statuses from getBoilerTemperature
00:16:59.326: Set statuses from getDHWTemperature
00:16:59.526: Set statuses from getReturnTemperature
00:16:59.727: Set statuses from getPressure
00:16:59.729: Set statuses from opentherm
00:16:59.732: Set fault status from opentherm
00:16:59.738: MainLoop: ArduinoOTA
00:16:59.741: MainLoop: checkWifi
00:16:59.743: MainLoop: Websocket cleanup
00:16:59.745: MainLoopInLoop: loop begin updatedatatowww
00:16:59.748: Update Data to www
00:16:59.753: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:16:59.756: MainLoopInLoop: notifyclients to /ws in JSON
00:16:59.762: MainLoopInLoop: Influx validateconnection
00:16:59.900: Connected to InfluxDB: http://ha.marm:8086
00:16:59.903: MainLoopInLoop: message str builder to log
00:16:59.906: stats: Uptime: 16min. 59s.  ## Free memory: 44% 13.94kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:16:59.911: MainLoopInLoop: stats string builder to json
00:16:59.917: MainLoopInLoop: mqttAsync send stats
00:16:59.922: MainLoopInLoop: mqttAsync send WillTopic
00:16:59.927: Update_OpenTherm_data
00:16:59.930: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:16:59.939: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:00.139: Processed Opentherm and get response
00:17:00.142: Set statuses from dhwTarget
00:17:00.337: Set statuses from op
00:17:00.532: Set statuses from opentherm
00:17:00.535: Set statuses from isCentralHeatingActive
00:17:00.537: Set statuses from isHotWaterActive
00:17:00.540: Set statuses from isFlameOn
00:17:00.542: Set statuses from isCoolingActive
00:17:00.544: Set statuses from isDiagnostic
00:17:00.741: Set statuses from getModulation
00:17:00.936: Set statuses from getBoilerTemperature
00:17:01.132: Set statuses from getDHWTemperature
00:17:01.330: Set statuses from getReturnTemperature
00:17:01.530: Set statuses from getPressure
00:17:01.533: Set statuses from opentherm
00:17:01.535: Set fault status from opentherm
00:17:01.540: MainLoop: ArduinoOTA
00:17:01.542: MainLoop: checkWifi
00:17:01.545: MainLoop: Websocket cleanup
00:17:01.547: Update_OpenTherm_data
00:17:01.551: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:01.555: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:01.830: Processed Opentherm and get response
00:17:01.833: Set statuses from dhwTarget
00:17:02.031: Set statuses from op
00:17:02.231: Set statuses from opentherm
00:17:02.234: Set statuses from isCentralHeatingActive
00:17:02.237: Set statuses from isHotWaterActive
00:17:02.239: Set statuses from isFlameOn
00:17:02.241: Set statuses from isCoolingActive
00:17:02.245: Set statuses from isDiagnostic
00:17:02.440: Set statuses from getModulation
00:17:02.636: Set statuses from getBoilerTemperature
00:17:02.833: Set statuses from getDHWTemperature
00:17:03.033: Set statuses from getReturnTemperature
00:17:03.233: Set statuses from getPressure
00:17:03.236: Set statuses from opentherm
00:17:03.238: Set fault status from opentherm
00:17:03.243: MainLoop: ArduinoOTA
00:17:03.245: MainLoop: checkWifi
00:17:03.247: MainLoop: Websocket cleanup
00:17:03.250: MainLoopInLoop: loop begin updatedatatowww
00:17:03.252: Update Data to www
00:17:03.257: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:17:03.261: MainLoopInLoop: notifyclients to /ws in JSON
00:17:03.269: MainLoopInLoop: Influx validateconnection
00:17:03.395: Connected to InfluxDB: http://ha.marm:8086
00:17:03.398: MainLoopInLoop: message str builder to log
00:17:03.402: stats: Uptime: 17min. 3s.  ## Free memory: 40% 12.63kB bytes ## Wifi: 78% ## Mqtt reconnects: 0
00:17:03.406: MainLoopInLoop: stats string builder to json
00:17:03.412: MainLoopInLoop: mqttAsync send stats
00:17:03.417: MainLoopInLoop: mqttAsync send WillTopic
00:17:03.422: Update_OpenTherm_data
00:17:03.425: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:03.434: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:03.636: Processed Opentherm and get response
00:17:03.639: Set statuses from dhwTarget
00:17:03.834: Set statuses from op
00:17:04.035: Set statuses from opentherm
00:17:04.038: Set statuses from isCentralHeatingActive
00:17:04.040: Set statuses from isHotWaterActive
00:17:04.043: Set statuses from isFlameOn
00:17:04.045: Set statuses from isCoolingActive
00:17:04.047: Set statuses from isDiagnostic
00:17:04.244: Set statuses from getModulation
00:17:04.440: Set statuses from getBoilerTemperature
00:17:04.636: Set statuses from getDHWTemperature
00:17:04.837: Set statuses from getReturnTemperature
00:17:05.037: Set statuses from getPressure
00:17:05.040: Set statuses from opentherm
00:17:05.042: Set fault status from opentherm
00:17:05.046: MainLoop: ArduinoOTA
00:17:05.048: MainLoop: checkWifi
00:17:05.051: MainLoop: Websocket cleanup
00:17:05.053: Update_OpenTherm_data
00:17:05.056: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:05.062: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:05.338: Processed Opentherm and get response
00:17:05.340: Set statuses from dhwTarget
00:17:05.538: Set statuses from op
00:17:05.738: Set statuses from opentherm
00:17:05.741: Set statuses from isCentralHeatingActive
00:17:05.743: Set statuses from isHotWaterActive
00:17:05.745: Set statuses from isFlameOn
00:17:05.748: Set statuses from isCoolingActive
00:17:05.750: Set statuses from isDiagnostic
00:17:05.947: Set statuses from getModulation
00:17:06.142: Set statuses from getBoilerTemperature
00:17:06.339: Set statuses from getDHWTemperature
00:17:06.540: Set statuses from getReturnTemperature
00:17:06.740: Set statuses from getPressure
00:17:06.742: Set statuses from opentherm
00:17:06.745: Set fault status from opentherm
00:17:06.749: MainLoop: ArduinoOTA
00:17:06.752: MainLoop: checkWifi
00:17:06.754: MainLoop: Websocket cleanup
00:17:06.756: MainLoopInLoop: loop begin updatedatatowww
00:17:06.759: Update Data to www
00:17:06.764: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:17:06.768: MainLoopInLoop: notifyclients to /ws in JSON
00:17:06.775: MainLoopInLoop: Influx validateconnection
00:17:06.849: Connected to InfluxDB: http://ha.marm:8086
00:17:06.851: MainLoopInLoop: message str builder to log
00:17:06.855: stats: Uptime: 17min. 6s.  ## Free memory: 44% 13.96kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:17:06.860: MainLoopInLoop: stats string builder to json
00:17:06.866: MainLoopInLoop: mqttAsync send stats
00:17:06.871: MainLoopInLoop: mqttAsync send WillTopic
00:17:06.875: Update_OpenTherm_data
00:17:06.879: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:17:06.887: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 18.91
00:17:07.142: Processed Opentherm and get response
00:17:07.144: Set statuses from dhwTarget
00:17:07.341: Set statuses from op
00:17:07.542: Set statuses from opentherm
00:17:07.544: Set statuses from isCentralHeatingActive
00:17:07.547: Set statuses from isHotWaterActive
00:17:07.549: Set statuses from isFlameOn
00:17:07.551: Set statuses from isCoolingActive
00:17:07.554: Set statuses from isDiagnostic
00:17:07.751: Set statuses from getModulation
00:17:07.947: Set statuses from getBoilerTemperature
00:17:08.144: Set statuses from getDHWTemperature
00:17:08.343: Set statuses from getReturnTemperature
00:17:08.544: Set statuses from getPressure
00:17:08.546: Set statuses from opentherm
